indice,fecha,tweets
4385,4/2/20 21:14,  SQUADRATIK te explico un juego en  sgSeis Puntos 
4386,4/2/20 21:14, CuervoCarpio Lo que nos matará no es el CovidEc lo que nos matará es la IGNORANCIA Hoy circulan vehículos SOLO con placa  sin e
4387,4/2/20 21:13, CuervoCarpio Lo que nos matará no es el CovidEc lo que nos matará es la IGNORANCIA Hoy circulan vehículos SOLO con placa  sin e
4388,4/2/20 21:13, mariapaularomo Lo podemos hacer mejor hay cosas que corregir muchos incrédulos aún no se lo toman en serio pero las medidas funcio
4389,4/2/20 21:13,Cuenca Le informamos cómo acceder al servicio de Telesalud que brinda el MunicipioCuenca desde la seguridad de s 
4390,4/2/20 21:12, tomebamba  Atención El río Tomebamba se encuentra en estado de alerta por su alto caudal debido a las fuertes lluvias de esta mañan
4391,4/2/20 21:10, emovep Controles permanentes en las vías de ingreso a Cuenca Este momento personal de CTE Fuerzas Armadas Policía Nacional MSP y
4392,4/2/20 21:10, CuervoCarpio Lo que nos matará no es el CovidEc lo que nos matará es la IGNORANCIA Hoy circulan vehículos SOLO con placa  sin e
4393,4/2/20 21:08, CuervoCarpio Lo que nos matará no es el CovidEc lo que nos matará es la IGNORANCIA Hoy circulan vehículos SOLO con placa  sin e
4394,4/2/20 21:07, GonzalezBready Colapso total Ecuador necesita ayuda internacionalDale Guayaquil  Ecuador COVIDー QuedateEnCasa ElPeorGo
4395,4/2/20 21:06,En los últimos  días se han destinado al hospital de Cuenca nueve respiradores más Y afortunadamente quedan lib 
4396,4/2/20 21:05, RiesgosEc Azuay  Debido a las constantes precipitaciones se registra incremento de caudales en los ríos de Cuenca y Gualaceo al
4397,4/2/20 21:05, noticiasDcuenca El Rincón Valenciano Cuenca ha impulsado la entrega a domicilio de menús diarios tras el cierre total de bares y rest
4398,4/2/20 21:05, noticiasDcuenca gobjccm trasladará a los usuarios de la residencia de mayores de Villamayor de Santiago Cuenca 
4399,4/2/20 21:04, cronicacuenca Cuenca Así se encuentra el caudal del río Cuenca tras precipitaciones registradas en las últimas horas en la urbe La
4400,4/2/20 21:02, CuervoCarpio Lo que nos matará no es el CovidEc lo que nos matará es la IGNORANCIA Hoy circulan vehículos SOLO con placa  sin e
4401,4/2/20 21:02, GonzalezBready Colapso total Ecuador necesita ayuda internacionalDale Guayaquil  Ecuador COVIDー QuedateEnCasa ElPeorGo
4402,4/2/20 21:01, CuervoCarpio Lo que nos matará no es el CovidEc lo que nos matará es la IGNORANCIA Hoy circulan vehículos SOLO con placa  sin e
4403,4/2/20 21:00, RiesgosEc Azuay  Debido a las constantes precipitaciones se registra incremento de caudales en los ríos de Cuenca y Gualaceo al
4404,4/2/20 20:59, RiesgosEc Azuay  Debido a las constantes precipitaciones se registra incremento de caudales en los ríos de Cuenca y Gualaceo al
4405,4/2/20 20:58, RiesgosEc Azuay  Debido a las constantes precipitaciones se registra incremento de caudales en los ríos de Cuenca y Gualaceo al
4406,4/2/20 20:58,Reporte de caudales río Tomebamba presenta un cuadro de alerta y río Yanuncay en prealerta Cuenca 
4407,4/2/20 20:57, ECUAustro Las cámaras de VideovigilanciaECU permanecen monitoreando constantemente el caudal de los ríos en Cuenca debido a la
4408,4/2/20 20:57,UNSIONTV  te regala una pizza  aplica nuestro reto desde el  de Abril estese atento a nuestras redes  
4409,4/3/20 0:46, CONAIEEcuador La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4410,4/3/20 0:46, jhonnynieto Alguien Espero que el virus mate a todos esos hacheros choros de GuayakillHacheros boysCOVIDEc 
4411,4/3/20 0:46, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4412,4/3/20 0:46, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4413,4/3/20 0:46, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4414,4/3/20 0:46, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4415,4/3/20 0:46,En el nuevo video de DW Español de Ecuador la imagen más desoladora de la pandemia se nota la despreocupación y 
4416,4/3/20 0:45, HolguerEC ATENCIÓN el GadQuevedo anuncia el cierre total de los mercados y comercio general Estable el cierre a la ciudad según se
4417,4/3/20 0:45, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4418,4/3/20 0:45, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4419,4/3/20 0:45,Es mi idea o todos quienes apoyaban al manejo del Covidec están girando por fin la cabeza hacia el pueblo ll 
4420,4/3/20 0:45, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4421,4/3/20 0:45, goberazuay COVIDEc  En el Ecuador hasta la mañana del  de abril se registran casos con alta hospitalaria  casos
4422,4/3/20 0:45, GaloLaraYepez Inteligencia Ecuador señala al correísmo x difundir rumores d COVIDEc El haber ganado tiempo a la pandemia nos
4423,4/3/20 0:45, topicjan La otra cara del COVIDEcDisminucion de polucion en GuayaquilRojo antes de toque de queda / Verde despues 
4424,4/3/20 0:45, CompromisoRC Medios  En Guayaquil la epidemia del COVIDEc avanza a un ritmo tan veloz que ni las funerarias ni las autoridade
4425,4/3/20 0:45, jaimevargasnae La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4426,4/3/20 0:45, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4427,4/3/20 0:45, HolguerEC ATENCIÓN el GadQuevedo anuncia el cierre total de los mercados y comercio general Estable el cierre a la ciudad según se
4428,4/3/20 0:45, EcuadorPlay No hay autoridades estamos solas los médicos casi no vienen no tenemos insumos médicos y ya somos  enfermeras positiva
4429,4/3/20 0:45, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4430,4/3/20 0:44, EnMediatica En Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario mariapaularomo dijo no hay que polemizarAl
4431,4/3/20 0:44, CompromisoRC ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui aris
4432,4/3/20 0:44, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4433,4/3/20 0:44, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4434,4/3/20 0:44, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4435,4/3/20 0:44, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4436,4/3/20 0:44, jaimevargasnae La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4437,4/3/20 0:44, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4438,4/3/20 0:44, CONAIEEcuador La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4439,4/3/20 0:44,ClaudiaLopez Si hubiéramos ahorrado los  de la Consulta Anticorrupción hoy podrían ser útiles en 
4440,4/3/20 0:43, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4441,4/3/20 0:43, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4442,4/3/20 0:43, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4443,4/3/20 0:43, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4444,4/3/20 0:42, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4445,4/3/20 0:42, CONAIEEcuador La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4446,4/3/20 0:42, CONAIEEcuador La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4447,4/3/20 0:42, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4448,4/3/20 0:42, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4449,4/3/20 0:42, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4450,4/3/20 0:42, shababaty Esto estos cuerpos apilados y estos camiones que no dan abasto para llevarse a los muertos por coronavirus no sucede en 
4451,4/3/20 0:42,Si recibiera un centavo americano por cada vez que leo un twitt de odio tendría dinero para quedarme en casa 
4452,4/3/20 0:42, ANTECUADOR ANTManabí  Funcionarios de ANT realizan visitas a  estaciones de servicio de la provincia para constatar que exista ab
4453,4/3/20 0:42, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4454,4/3/20 0:42, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4455,4/3/20 0:42, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4456,4/3/20 0:42,CONAIEEcuador hace un llamado al gobierno ecuatoriano para que transparente las verdaderas cifras y toda la infor 
4457,4/3/20 0:42, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4458,4/3/20 0:41, jaimevargasnae La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifra
4459,4/3/20 0:41, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4460,4/3/20 0:41,Lenin SENAEAduana Que cantidad de Trolls que llueven cada vez que este señor escribe o habla por favor 
4461,4/3/20 0:41, CompromisoRC ElMashiEnMedios  AgéndaloEste jueves  de abril nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aris
4462,4/3/20 0:41, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
4463,4/3/20 0:41, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4464,4/3/20 0:41, DiarioExtraEc EcuadorSOS COVIDEc Las medidas de seguridad como estar a la distancia de al menos un metro no se aplican en cent
4465,4/3/20 0:41,La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas c 
4466,4/3/20 0:41, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4467,4/3/20 0:41, CorteConstEcu ProtegemosTusDerechos La Corte Constitucional emitió dictamen favorable de constitucionalidad del Decreto Ejecutivo N
4468,4/3/20 0:41, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4469,4/3/20 0:41, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4470,4/3/20 0:41,ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui 
4471,4/3/20 0:41,eluniversocom AsambleaEcuador PaulGranda IESSec vicenteopi Es este el fin de una institución parasitariaC 
4472,4/3/20 0:41, LancerosDigita La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas cifr
4473,4/3/20 0:40,La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas c 
4474,4/3/20 0:40, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4475,4/3/20 0:40, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4476,4/3/20 0:40, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4477,4/3/20 0:40, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4478,4/3/20 0:40, EcuavisaInforma COVIDEc En Ecuador se utilizará plasma de pacientes recuperados de coronavirus para personas que estén muy grave
4479,4/3/20 0:40, ecuadorenvivo COVIDEc MashiRafael    Es imperdonable que aún no se haya enfrentado la crisis con todos los medios 
4480,4/3/20 0:40, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4481,4/3/20 0:40, precarla Ahora ya entiende porque salían los médicos a protestar COVIDEc 
4482,4/3/20 0:40, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4483,4/3/20 0:40,La CONAIE y organizaciones sociales hacen un llamado al gobierno ecuatoriano para que transparente las verdaderas c 
4484,4/3/20 0:40, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4485,4/3/20 0:40, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4486,4/3/20 0:40, ecuainmoficial ATENCIÓN CONAIE FUT y Frente Popular se unifican para pronunciarse sobre emergencia por COVIDEc Piden que se
4487,4/3/20 0:40, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4488,4/3/20 0:40, confeniae La CONAIE y organizaciones sociales hacen un llamado algobierno ecuatoriano para que transparente las verdaderas cifras y
4489,4/3/20 0:40, CompromisoRC ElMashiEnMedios  AgéndaloEste jueves  de abril nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aris
4490,4/3/20 0:40, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4491,4/3/20 0:40, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4492,4/3/20 0:40, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4493,4/3/20 0:40, shababaty Esto estos cuerpos apilados y estos camiones que no dan abasto para llevarse a los muertos por coronavirus no sucede en 
4494,4/3/20 0:40, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4495,4/3/20 0:40, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4496,4/3/20 0:39, EcuavisaInforma COVIDEc En Ecuador se utilizará plasma de pacientes recuperados de coronavirus para personas que estén muy grave
4497,4/3/20 0:39, AlcotaNews Que presidente más ordinario ese Lenin Morenosus compatriotas muertos en la calle como animales estaría bueno que el
4498,4/3/20 0:39, Raul Y en tú cara Moreno asobancos y RichardMA cuando se quiere ayudar a los ciudadanos se actúa SOSguayaquil EcuadorSOS
4499,4/3/20 0:39, shababaty Esto estos cuerpos apilados y estos camiones que no dan abasto para llevarse a los muertos por coronavirus no sucede en 
4500,4/3/20 0:39, eldiarioec  ATENCIÓN  En Chone hay cuatro casos de coronavirus Covid- y tres fallecidos  según reveló el alcalde Leonardo Rodrígu
4501,4/3/20 0:39, DiarioExtraEc EcuadorSOS COVIDEc Las medidas de seguridad como estar a la distancia de al menos un metro no se aplican en cent
4502,4/3/20 0:39, precarla Ahora ya entiende porque salían los médicos a protestar COVIDEc 
4503,4/3/20 0:39, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4504,4/3/20 0:39, CompromisoRC Medios  En Guayaquil la epidemia del COVIDEc avanza a un ritmo tan veloz que ni las funerarias ni las autoridade
4505,4/3/20 0:39, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4506,4/3/20 0:39, confeniae La CONAIE y organizaciones sociales hacen un llamado algobierno ecuatoriano para que transparente las verdaderas cifras y
4507,4/3/20 0:39, DrJuanCZevallos Agradecemos al Directorio del BancoMundialLAC por la entrega de  millones de dólares para el manejo de la emergenc
4508,4/3/20 0:39, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4509,4/3/20 0:39, RadioVigia QuédateEnCasa y salva vidas Ayúdanos a vencer al COVIDec siguiendo estas siguientes recomendaciones 
4510,4/3/20 0:39, confeniae La CONAIE y organizaciones sociales hacen un llamado algobierno ecuatoriano para que transparente las verdaderas cifras y
4511,4/3/20 0:39, Yefersonm Desgarrador momento donde medicos deciden q no se puede hacer nada por la mama de ese muchacho COVIDEc SOSGuayaquil
4512,4/3/20 0:39,Necesitamos intervención de opsoms OPSECU AmnistiaOnline EcuadorSOS GuayaquilSOS COVIDEc AsambleaEcuador 
4513,4/3/20 0:39,COVIDEc COVIDEcuador LamentableGuayaquilSOS gobernado x la extrema derecha 
4514,4/3/20 0:39, DanielLoyaT Hay que empezar a replantear nuestras prioridades EcuadorEnEmergencia COVIDEc QuedateEnCasa 
4515,4/3/20 0:39, eldiarioec  ATENCIÓN  En Chone hay cuatro casos de coronavirus Covid- y tres fallecidos  según reveló el alcalde Leonardo Rodrígu
4516,4/3/20 0:39, VERDEoficial Lo prometido es deudaRecopilado del Tour EXITOÍNA interpretado en vivo la noche del viernes  de febrero  en Q
4517,4/3/20 0:39,Hoy más que nunca debemos estar muy unidos como país cómo pueblo de que saldremos de esta prueba de fuego El Ecu 
4518,4/3/20 0:38, GaloLaraYepez Inteligencia Ecuador señala al correísmo x difundir rumores d COVIDEc El haber ganado tiempo a la pandemia nos
4519,4/3/20 0:38, vicenteopi Jeanninecruzz CREO pide la renuncia a PaulGranda por decencia porque se intentó  meter la mano al IESSec y porque q
4520,4/3/20 0:38, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4521,4/3/20 0:38,ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui 
4522,4/3/20 0:38, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4523,4/3/20 0:38,COVIDEcEn Alemania dan instrucciones hasta para CULEARASÍ CULEAInvestiguen IGNORANTES 
4524,4/3/20 0:38, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4525,4/3/20 0:38, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4526,4/3/20 0:38, EcuadorPlay DobleMoral Alcaldesa de Guayaquil CynthiaViteri impide aterrizaje de un vuelo humanitario  mariapaularomo dijo no ha
4527,4/3/20 0:38, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4528,4/3/20 0:38, ecuadorenvivo COVIDEc Defensoría del Pueblo pide la inmediata destitución de Paúl Granda 
4529,4/3/20 0:37, EcuavisaInforma COVIDEc En Ecuador se utilizará plasma de pacientes recuperados de coronavirus para personas que estén muy grave
4530,4/3/20 0:37, jeancano Alguien debe responder por esto Las advertencias estaban claras GuayaquilSOS COVIDEc 
4531,4/3/20 0:37,La CONAIE y organizaciones sociales hacen un llamado algobierno ecuatoriano para que transparente las verdaderas c 
4532,4/3/20 0:37, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4533,4/3/20 0:37, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4534,4/3/20 0:37, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4535,4/3/20 0:37, ENPabogados El Gobierno ha establecido nuevas directrices que rigen a partir del  de abril del  con respecto a la emergencia san
4536,4/3/20 0:37, JeffersonDiaz Con corte del  de abril en los informes de SaludEc los venezolanos después de los ecuatorianos son los más afect
4537,4/3/20 0:37, kevinhurlt La segunda provincia con más muertos es El Oro Sí aquella provincia en la que negaron descaradamente los severos problema
4538,4/3/20 0:37, cchavezbowen Ojalá la humedad baje velocidad de contagio del COVIDEc como se ve en algunos estudios Es nuevo claro pero es un
4539,4/3/20 0:37, CompromisoRC ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui aris
4540,4/3/20 0:37, ANTECUADOR ANTManabí  Funcionarios de ANT realizan visitas a  estaciones de servicio de la provincia para constatar que exista ab
4541,4/3/20 0:37,SOSGuayaquil Guayaquil y su gente atraviesan dolorosos momentos por el COVIDEc Se exige acciones oportunas 
4542,4/3/20 0:36, precarla Ahora ya entiende porque salían los médicos a protestar COVIDEc 
4543,4/3/20 0:36, EcuavisaInforma COVIDEc En Ecuador se utilizará plasma de pacientes recuperados de coronavirus para personas que estén muy grave
4544,4/3/20 0:36, SandyCoba Nos faltan recursos pero nos sobran ladrones COVIDEc 
4545,4/3/20 0:36, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4546,4/3/20 0:36, somosrc COMUNICADO  La bancada de la RevoluciónCiudadana con respecto a la votación de la resolución de hoy aclara nuestro voto f
4547,4/3/20 0:36, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4548,4/3/20 0:36, EcuadorPlay No hay autoridades estamos solas los médicos casi no vienen no tenemos insumos médicos y ya somos  enfermeras positiva
4549,4/3/20 0:36, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4550,4/3/20 0:36, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4551,4/3/20 0:36, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
4552,4/3/20 0:36, BNPeriodismo ÚLTIMA HORA  CoronavirusenEcuadorEl presidente Lenín Moreno confirmó la existencia de un subregistro con respecto a
4553,4/3/20 0:35,LeonidasIzaSal Oiga señor de tractorcito ya dono una mascarillaNo sea IMBÉCIL el COVIDEc con cacerolazo no va a desaparecer
4554,4/3/20 0:35, EcuadorPlay No hay autoridades estamos solas los médicos casi no vienen no tenemos insumos médicos y ya somos  enfermeras positiva
4555,4/3/20 0:35,Comparativa Ecuador con países latinoamericanos // Data 
4556,4/3/20 0:35, CompromisoRC ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui aris
4557,4/3/20 0:35, LaVueltaDC Es hora de tener humanidad y liberar de las coactivas a exclientes de CNT y se envíen a la economía el dinero retenido por
4558,4/3/20 0:35,COVIDEc COVIDEcuador Desgarradoras escenas  
4559,4/3/20 0:35, CompromisoRC Medios  En Guayaquil la epidemia del COVIDEc avanza a un ritmo tan veloz que ni las funerarias ni las autoridade
4560,4/3/20 0:35, laradiodelsur  TRISTE  En Ecuador un joven pide desesperado atención para su madre por su estado de emergencia y le niegan la ayuda
4561,4/3/20 0:35, kevinhurlt La segunda provincia con más muertos es El Oro Sí aquella provincia en la que negaron descaradamente los severos problema
4562,4/3/20 0:35,Comparativa Ecuador con países con mayores contagios // Data 
4563,4/3/20 0:35, EcuadorVideo Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega
4564,4/3/20 0:34, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4565,4/3/20 0:34, HolguerEC ATENCIÓN el GadQuevedo anuncia el cierre total de los mercados y comercio general Estable el cierre a la ciudad según se
4566,4/3/20 0:34, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4567,4/3/20 0:34, CompromisoRC ElMashiEnMedios  AgéndaloEste jueves  de abril nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aris
4568,4/3/20 0:34, CompromisoRC ElMashiEnMedios  AgéndaloEste jueves  de abril nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aris
4569,4/3/20 0:34,Este tipo cree quecon Cacerolazos el COVIDEc va a desaparecerEstos politiqueros OPOUNISTAS solo dan VER 
4570,4/3/20 0:34, eljaboavila En las próximas elecciones-No votar por futbolistas-No votar por incompetentes-No votar por bravucones de cadena nac
4571,4/3/20 0:34, PoliciaEcuador Personal DirFronteras Sucumbíos junto a la Tenencia Política de GeneralFarfán realizaron la entrega de víveres a per
4572,4/3/20 0:34, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
4573,4/3/20 0:34,Es al revés sin salud no hay economía CoronavirusArgentina  coronavirus COVIDEc
4574,4/3/20 0:34,COVIDEcLA MASCARILLA aplana la curvaRepública Checa Korea Japón lo bajaron en gran porcentaje por eso 
4575,4/3/20 0:34, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4576,4/3/20 0:34,Para que se den cuenta la estupidez de este abogado que le dieron editando un video de Guayaquil con un video d 
4577,4/3/20 0:34, CompromisoRC ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui aris
4578,4/3/20 0:34, SandyCoba Nos faltan recursos pero nos sobran ladrones COVIDEc 
4579,4/3/20 0:34, eldiarioec  ATENCIÓN  En Chone hay cuatro casos de coronavirus Covid- y tres fallecidos  según reveló el alcalde Leonardo Rodrígu
4580,4/3/20 0:34, CompromisoRC ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui aris
4581,4/3/20 0:34,Monte sinai Guayaquil EcuadorEnEmergencia EcuadorSOS CovidEc COVIDEc CoronavirusEC CoronavirusEcuador 
4582,4/3/20 0:33, DrJuanCZevallos Agradecemos al Directorio del BancoMundialLAC por la entrega de  millones de dólares para el manejo de la emergenc
4583,4/3/20 0:33, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4584,4/3/20 0:33, CompromisoRC ElMashiEnMedios  RecuerdaEsta noche nuestro compañero MashiRafael dialogará en CNNMex con Carmen Aristegui aris
4585,4/3/20 0:33, PaolaCabezasC Dos de los tres casos de COVIDEc registrados en Esmeraldas fueron dados de alta Están sanos Gracias a los médico
4586,4/3/20 0:33, EcuadorPlay Colapso en el hospital del Niño Dr Francisco Icaza Bustamante Personal de enfermería comienza a sentir síntomas de COVI
4587,4/3/20 0:33, ottosonnenh En un diálogo por videoconferencia con médicos especialistas ecuatorianos y extranjeros analizamos varios puntos de vista
